UniProtKB.AC	Ensembl
E5RK35	ENSG00000076554
H7C2G7	ENSG00000102032
H7C4X9	ENSG00000101040
Q5QR39	
Q6FHW3	
R4GMZ2	ENSG00000178093
S5M713	
A0A140T977	ENSG00000235844
A9YQ99	
D3YLL2	
E5RGI2	ENSG00000104381
Q6N030	
Q6P2D3	
Q6P520	
A0A1X9I531	
J3KQ41	ENSG00000144524
J3KSE6	ENSG00000141076
M0QXY2	ENSG00000130304
M0QYG8	ENSG00000130755
J3KTB6	ENSG00000243156
M0QX01	ENSG00000105048
M0QXW7	ENSG00000088247
M0QY66	ENSG00000101489
M0QYW4	ENSG00000167757
M0QZP9	ENSG00000125648
M0QZZ1	ENSG00000104872
M0R254	ENSG00000105486
M0R296	ENSG00000269035
A0A075B6V2	ENSG00000211868
A0A087WZG9	ENSG00000242265
A0A087X1Z0	ENSG00000156011
A0A173ADH0	
A0A1X9I4I2	
F8VRD4	ENSG00000111783
F8VRS8	ENSG00000111596
F8VRV0	ENSG00000168944
F8VRX0	ENSG00000205352
F8VUA7	ENSG00000091039
F8VW34	ENSG00000177426
F8VW54	ENSG00000135452
F8VX60	ENSG00000064763
F8VYR5	ENSG00000062582
F8VZ81	ENSG00000111490
F8W0C9	ENSG00000197647
F8W1A9	ENSG00000111271
F8W1S6	ENSG00000235162
H7BZB5	ENSG00000115415
H7C0C0	ENSG00000119041
H7C1J0	ENSG00000036257
H7C347	ENSG00000213889
H7C486	ENSG00000073734
Q6IBT9	
Q6ZP74	
Q71U35	
A0A1C3PHK6	
A2N2X1	
A2NYV3	
E5RI87	ENSG00000113269
H3BMH6	ENSG00000172819
H3BNB3	ENSG00000198794
H3BP35	ENSG00000167508
H3BPM3	ENSG00000103932
H3BPU8	ENSG00000167968
H3BQG5	ENSG00000123358
H3BQJ4	ENSG00000103034
H3BQY4	ENSG00000137822
H3BR89	ENSG00000125107
H3BRH0	ENSG00000205336
H3BRH7	ENSG00000077238
H3BRQ8	ENSG00000140876
H3BS53	ENSG00000137845
H3BT34	ENSG00000169375
H3BTJ8	ENSG00000166192
H3BTY7	ENSG00000175938
H3BUA6	ENSG00000087263
H3BUR3	ENSG00000092529
H3BUS0	ENSG00000166233
H3BV56	ENSG00000140463
J3KNW4	ENSG00000115641
J3KP06	ENSG00000136153
O15436	
A0A1G4P1W1	
D8L202	
L7XDT5	
T2FEC7	
M0QY48	ENSG00000179213
M0R0I0	ENSG00000105393
M0R262	ENSG00000152767
B7Z6X3	
M0QZF4	ENSG00000160410
M0R1I4	ENSG00000119574
Q53TZ8	
D0QYQ8	
M0QY33	ENSG00000268400
M0R2S2	ENSG00000127527
Q8NI16	
S4R325	ENSG00000270617
S4R3K5	ENSG00000162599
S4R3S3	ENSG00000062282
A0A1X9I3S5	
A0A1X9I4M8	
A2NYV4	
H3BM64	ENSG00000167264
H3BPL3	ENSG00000179455
H3BQ90	ENSG00000104731
H3BR37	ENSG00000132604
H3BRD2	ENSG00000127554
H3BTQ9	ENSG00000196118
H3BTV8	ENSG00000140854
H3BU08	ENSG00000103034
H3BUL5	ENSG00000179335
H3BV93	ENSG00000005189
H3BVB8	ENSG00000167522
M0QXV2	ENSG00000179134
M0QZ89	ENSG00000171049
M0R099	ENSG00000167766
M0R1B2	ENSG00000171747
M0R1Q2	ENSG00000197841
Q13746	
Q15505	
Q9H9P7	
E5RIB1	ENSG00000044115
J3KMX2	ENSG00000108604
J3KNJ4	ENSG00000112249
J3KP02	ENSG00000197980
Q861D2	
U5YMP4	
F2Z3D5	ENSG00000137265
J3KPI9	ENSG00000145247
J3KPP6	ENSG00000176783
J3KRB6	ENSG00000010244
J3KRT8	ENSG00000196712
J3KT14	ENSG00000079134
K7EIV0	ENSG00000126247
K7EJB0	ENSG00000008441
K7EK54	ENSG00000169660
K7EKP0	ENSG00000198720
K7ELW5	ENSG00000011304
K7EMB7	ENSG00000187017
K7EME0	ENSG00000167315
K7EMI3	ENSG00000267157
K7EN31	ENSG00000031823
K7ENV5	ENSG00000226742
K7EQG0	ENSG00000197563
K7ERN9	ENSG00000108479
K7ESF5	ENSG00000129353
O46871	
Q5HYI5	
V9GYW3	ENSG00000260300
A0A0B5INT4	
A0A0B7MH52	
A0A0B7NS27	
A0A1U9X883	
A0A1U9X8R0	
A0A1U9X8W4	
A0A1U9X967	
A0A1V0E3P8	
A0A1X9I3L6	
A0A1X9I570	
K7EL87	ENSG00000181885
K7EP07	ENSG00000105254
K7EPB4	ENSG00000198003
K7ERC7	ENSG00000175387
K7ERP6	ENSG00000072062
K7ESA4	ENSG00000170653
S5DU33	
S6C4R7	
Q53HF9	
Q53TL6	
Q6SZ68	
S4R416	ENSG00000100890
A0A0F7T7H1	
M0QXZ2	ENSG00000167555
M0R1X8	ENSG00000125648
Q9BZ56	
S4R3Y0	ENSG00000151332
A0A1L2BU40	
A0A0C4DG47	ENSG00000157557
A0A0C4DG72	ENSG00000215018
A0A0C4DGM9	ENSG00000140859
A0A0U1RQJ5	ENSG00000116641
A0A0D6K9L7	
A0A1U9X7T3	
A0A0F7W082	
C0KTQ5	
J3KRH9	ENSG00000177200
K7EIS9	ENSG00000099625
K7EJX9	ENSG00000104907
K7EKT3	ENSG00000105607
K7ER86	ENSG00000159915
K7ERE0	ENSG00000166377
K7ES11	ENSG00000175931
U3KQF8	ENSG00000081320
A0A0A0MTQ4	ENSG00000182175
A0A1X9I3Z3	
A0A1X9I4M2	
B2RAJ1	
J3KRC1	ENSG00000135164
J3KRC5	ENSG00000182173
J3KRJ8	ENSG00000133313
J3KSB0	ENSG00000154845
J3KSJ6	ENSG00000131591
J3KSJ8	ENSG00000131771
J3KSZ7	ENSG00000108387
J3KTD9	ENSG00000072210
J3KTF4	ENSG00000178927
K7EID0	ENSG00000108788
K7EIG9	ENSG00000198858
K7EIT0	ENSG00000123159
K7EJ73	ENSG00000105364
K7EK03	ENSG00000168259
K7EK97	ENSG00000012061
K7EKH0	ENSG00000008441
K7ELB1	ENSG00000130816
K7ELP4	ENSG00000131095
K7EM21	ENSG00000188321
K7EM47	ENSG00000189144
K7EM50	ENSG00000161860
K7ENN3	ENSG00000062725
K7EP68	ENSG00000167460
K7EPP3	ENSG00000053747
K7EQG2	ENSG00000267303
K7EQS0	ENSG00000055483
K7EQZ8	ENSG00000101639
K7ER39	ENSG00000105355
K7ERL5	ENSG00000104853
K7ERW4	ENSG00000154945
K7ERX2	ENSG00000105672
V9HWG3	
A0A0S2Z4L3	
A0A1P8W1S3	
A0A1U9X8N8	
A0A1U9X916	
A0A1U9X920	
A0A1X9I5C6	
A0A1X9I5J0	
A0A0G2JMG8	ENSG00000277060
A0A0G2UUJ1	
A0A0G3ENZ7	
A0A1W2PPL5	ENSG00000135835
A0A1W2PQ80	ENSG00000211642
A0A1W2PRC2	ENSG00000108433
A0A218N9E7	
C6H0N8	
D9UAX6	
Q495G0	
A0A0D9SFL8	ENSG00000165304
A0A140VJT7	
B3KMD9	
B3KMJ1	
B3KPN9	
B4DQP7	
Q59GL5	
A0A0G2JLD4	ENSG00000173818
A0A0G2JLJ7	ENSG00000123815
A0A0G2JPB6	ENSG00000277060
A0A0S2Z3I0	
A0A0S2Z4X1	
A0A0S2Z549	
A0A0S4T1D1	
A0A126GVS6	
A0A126GVY1	
A0A1S5UZH5	
A0A0J9YW37	ENSG00000047849
A0A126GVY9	
A0A126GWB1	
A0A126GWN9	
A0A126GWQ3	
A0A097F1T0	
A0A0B4J276	ENSG00000211806
A0A0C4DGM4	ENSG00000188266
A0A0H4LTU3	
A0A0H4LVK0	
A0A0H4M9Z1	
B7Z3B4	
B7Z3C7	
D6R971	ENSG00000164306
D6R9C9	ENSG00000197712
D6RAN1	ENSG00000196923
D6RD99	ENSG00000164106
D6REM6	ENSG00000015479
D6REP3	ENSG00000168214
D6RF74	ENSG00000039560
D6RGV9	ENSG00000138777
D6RHD7	ENSG00000152611
D6RHV4	ENSG00000163864
D6RIH0	ENSG00000158987
D6RIH7	ENSG00000086289
D6RJ01	ENSG00000197980
D6RJI5	ENSG00000027847
D9UB04	
F8QWU0	
F8VNX0	ENSG00000084110
F8W6L4	ENSG00000135119
F8W7W4	ENSG00000118492
F8W9K4	ENSG00000114742
F8WCH6	ENSG00000100372
F8WCJ7	ENSG00000008952
F8WCZ8	ENSG00000170264
F8WDI2	ENSG00000123130
F8WE72	ENSG00000126524
F8WF14	ENSG00000114200
V5NRD2	
A0A0U5L7I7	
A0A0U5PXM5	
A2A3P3	ENSG00000111860
B1AMU3	ENSG00000171311
A0A1X9I441	
A0A1W1GSP5	
A0A1W2PPL4	ENSG00000153187
A0A1X7SBS0	ENSG00000109911
A0A0N9MI69	
B1ANY6	ENSG00000102606
B1APG3	ENSG00000142875
B1AQP9	ENSG00000143819
J3QQW6	ENSG00000141380
Q5JX59	ENSG00000214078
Q5TA02	ENSG00000148834
Q5VSN0	ENSG00000147010
V9GYU9	ENSG00000242110
V9HW91	
A0A096LNY5	ENSG00000239900
A0A096LP23	ENSG00000165269
E7ERC8	ENSG00000157020
E7EVD6	ENSG00000150471
H7C3S7	ENSG00000135953
J3QL36	ENSG00000161956
J3QQT3	ENSG00000157368
J3QRD5	ENSG00000129255
J3QRT0	ENSG00000159708
J3QS20	ENSG00000073350
J3QSH5	ENSG00000108395
Q12844	
Q29934	
Q75NY8	
A0A0S2Z4Z0	
A0A0S2Z5Y4	
A0A126GVU4	
A0A126GW08	
A0A146BIE8	
A0A140T8Z5	ENSG00000231286
A0A140T9C0	ENSG00000206258
A0A140T9T0	ENSG00000225824
A0A193CHS1	
A0A0A0MR56	ENSG00000127334
A0A0A0U7X4	
A0A0A6YYG3	ENSG00000253534
A0A0A6YYH9	ENSG00000147996
B4DVI6	
B4DVR3	
C9IZP1	ENSG00000181804
C9J0Q5	ENSG00000196498
C9J3I1	ENSG00000135912
C9J4U1	ENSG00000114030
C9J6F6	ENSG00000184945
C9J7Y7	ENSG00000116062
C9J9N8	ENSG00000163832
C9J9W9	ENSG00000135241
C9JAU5	ENSG00000168309
C9JBH1	ENSG00000130294
C9JCW7	ENSG00000164897
C9JDS5	ENSG00000143951
C9JIF9	ENSG00000164062
C9JJS3	ENSG00000141127
C9JKA7	ENSG00000138641
C9JKH7	ENSG00000075420
C9JLK0	ENSG00000138363
C9JMN4	ENSG00000196937
C9JNB9	ENSG00000213186
C9JNM0	ENSG00000131374
C9JPI6	ENSG00000118246
C9JPK6	ENSG00000105856
C9JQK5	ENSG00000168090
C9JRG9	ENSG00000099910
C9JUK9	ENSG00000166484
C9JVM4	ENSG00000104660
C9JX69	ENSG00000006468
C9JX80	ENSG00000002822
E5RHJ7	ENSG00000147614
E9PJ58	ENSG00000166435
E9PJZ1	ENSG00000122417
K4N0X3	
U3Q5G3	
A0A024R3Q7	
A0A024R719	
B8ZZ40	ENSG00000188010
Q7Z3D7	
B1AP38	ENSG00000068383
H2A9R0	
Q6PIT8	
A0A024R2D7	
A0A024R6Y2	
A0A024R8D7	
A0A0A1I7H5	
E9PDZ0	ENSG00000166278
E9PFB4	ENSG00000150048
E9PFF5	ENSG00000114416
E9PI33	ENSG00000182866
E9PID7	ENSG00000180773
E9PJ75	ENSG00000165912
E9PJA0	ENSG00000166387
E9PKB3	ENSG00000188672
E9PLR3	ENSG00000116690
E9PMA2	ENSG00000127054
E9PNM7	ENSG00000137713
E9PNP9	ENSG00000130413
E9PNR8	ENSG00000166135
E9PPX6	ENSG00000123472
E9PS93	ENSG00000137720
G3V2B0	ENSG00000072415
G3V500	ENSG00000066629
G3V538	ENSG00000066629
G3V5P8	ENSG00000100528
H0Y4J1	ENSG00000173068
H0Y588	ENSG00000203666
H0Y5B4	ENSG00000241343
H0Y5J9	ENSG00000100106
H0Y5Z0	ENSG00000134460
H0YBJ1	ENSG00000066827
H0YC92	ENSG00000117834
H0YCC4	ENSG00000177830
H0YIX9	ENSG00000179912
H2A0A4	
X6RGF2	ENSG00000166348
A0A024R7R1	
A2RRQ4	
B0LL97	
E0WMM5	
E0WMT7	
E5RK19	ENSG00000196591
A0A087WTD3	ENSG00000070404
A0A087WTJ4	ENSG00000118094
A0A087WU52	ENSG00000273749
A0A087WUR5	ENSG00000064687
A0A087WUV7	ENSG00000188690
A0A087WVH9	ENSG00000196757
A0A087WVU4	ENSG00000270629
A0A087WXC6	ENSG00000106638
A0A087WYY5	ENSG00000186298
A0A087WZE8	ENSG00000179304
A0A087WZS7	ENSG00000275066
A0A087WZV9	ENSG00000125821
A0A087X0Y3	ENSG00000269713
A0A087X226	ENSG00000197355
A0A087X2I7	ENSG00000179583
E5RGG4	ENSG00000044115
E5RJP8	ENSG00000104324
E5RJS9	ENSG00000104660
E5RJY9	ENSG00000234284
Q0MSI1	
Q5R1M1	
A0A0A0MRG0	ENSG00000004948
A0A0A0MRM9	ENSG00000166197
A0A0A0MS57	ENSG00000166928
A0A0A0MSE7	ENSG00000129197
B4DF54	
B4DQZ2	
F5BX13	
F5GXW3	ENSG00000118557
F5GZK1	ENSG00000162694
F5H0L9	ENSG00000139197
F5H252	ENSG00000134533
F5H2D0	ENSG00000159403
F5H2T6	ENSG00000111181
F5H3U7	ENSG00000151414
F5H488	ENSG00000174718
F5H497	ENSG00000110906
F5H4M4	ENSG00000155974
F5H6B6	ENSG00000149743
C7EY82	
C9JN43	ENSG00000072682
H0Y4A0	ENSG00000099250
H0Y4X3	ENSG00000131051
H0YBU5	ENSG00000132561
H0YC11	ENSG00000161013
H0YHN3	ENSG00000173157
H0YJG2	ENSG00000139974
H0YNQ1	ENSG00000174498
H0YNR7	ENSG00000156958
Q5T1U7	ENSG00000196739
U3KQL6	ENSG00000142611
A0A0A0MS50	ENSG00000145908
F4NBW8	
F5H1T3	ENSG00000173264
F5H7Q6	ENSG00000111186
Q6PJG0	
A0A087WUI7	ENSG00000171587
A0A087WVT6	ENSG00000157216
A0A087WZY6	ENSG00000188316
F8VQ24	ENSG00000161642
F8VTY5	ENSG00000182050
F8VU35	ENSG00000135454
F8VWT6	ENSG00000180263
F8VXI1	ENSG00000184752
F8VXW2	ENSG00000130429
H7BZD6	ENSG00000131386
H7BZJ7	ENSG00000144554
H7BZK5	ENSG00000006625
H7C068	ENSG00000241837
H7C0K5	ENSG00000135999
H7C367	ENSG00000147140
H7C3J3	ENSG00000134077
A0A1P8NQC4	
A0A060VG23	
A0PCH6	
A2A3L9	ENSG00000096088
A7UM83	
A8K3H9	
A8MX94	ENSG00000084207
A8MXB6	ENSG00000198836
B1AH96	ENSG00000100342
E5RIC0	ENSG00000134014
E5RIG8	ENSG00000157168
E5RJ93	ENSG00000187735
F6IQC7	
F6IQJ9	
F6IQL3	
F6IQY6	
F6TT59	ENSG00000198691
H0Y329	ENSG00000196998
H0YA44	ENSG00000172239
H0YDC0	ENSG00000110321
H0YDL5	ENSG00000104388
H0YGP9	ENSG00000111011
H0YJL1	ENSG00000088808
H0YJW5	ENSG00000170473
H0YJY0	ENSG00000053254
H0YLR8	ENSG00000104133
H3BR13	ENSG00000005189
H3BRN4	ENSG00000183044
H3BSK3	ENSG00000159461
I3L112	ENSG00000153933
I3L1F6	ENSG00000184560
I3L1T4	ENSG00000122390
I3L1W2	ENSG00000161929
I3L2A8	ENSG00000140993
I3L2B5	ENSG00000139910
I3L2S4	ENSG00000127564
I3L2V9	ENSG00000171298
I3L3S6	ENSG00000141255
I3L4K6	ENSG00000167842
I7FV85	
Q3MI97	
Q53EW3	
Q53GK0	
Q53GK7	
Q6ZPC8	
R4GNJ3	ENSG00000154102
S6CPZ3	
A0A0A0MRF2	ENSG00000170909
A0A0A0MRR1	ENSG00000164011
A0A0A0MRU4	ENSG00000196873
C9J466	ENSG00000154928
E9M386	
F4NBT3	
F4NC12	
F5GX64	ENSG00000132740
F5GXL3	ENSG00000177192
F5GZS7	ENSG00000158458
F5H388	ENSG00000150991
F5H479	ENSG00000149357
F5H4E3	ENSG00000174038
F5H5D6	ENSG00000041982
F5H8A6	ENSG00000067182
G9FTK3	
H0Y2Y5	ENSG00000139597
H0Y300	ENSG00000257017
H0Y8H6	ENSG00000152582
H0Y9M8	ENSG00000164258
H0YA33	ENSG00000206384
H0YAB8	ENSG00000120708
H0YCM0	ENSG00000149269
H0YE60	ENSG00000183644
H0YEJ0	ENSG00000177570
H0YHL1	ENSG00000175203
H0YI43	ENSG00000092841
H0YJR5	ENSG00000171723
H0YJS5	ENSG00000135424
H0YJT7	ENSG00000151320
H0YJX2	ENSG00000100519
H0YKK3	ENSG00000100938
H0YMJ8	ENSG00000100664
H0YND4	ENSG00000136425
Q5JYR3	ENSG00000118705
S6CQ00	
U3KQS3	ENSG00000162604
A0A075B6Y0	ENSG00000211840
A8K032	
F6IR44	
H0Y7V6	ENSG00000168878
H0Y9R4	ENSG00000163682
H0YDW7	ENSG00000026508
H0YFY9	ENSG00000003056
H0YJ62	ENSG00000156050
H0YK00	ENSG00000070269
H0YKW7	ENSG00000103657
H0YLW3	ENSG00000125378
R4GN90	ENSG00000188649
W0UTC4	
A0A1X9I3X6	
A0A1X9I4B3	
B7Z880	
B7Z8F9	
E5RHD1	ENSG00000113360
M0QX21	ENSG00000196724
M0QXH3	ENSG00000160111
M0R132	ENSG00000129451
M0R310	ENSG00000130300
M0R386	ENSG00000078142
M0R3E1	ENSG00000198185
A0A1N7SZ75	
A0A1U9X839	
A0A1U9X9A5	
A0A1V0E3T1	
A0A1V1FI06	
A0A1X9I5K2	
E5FQ49	
E5RJM9	ENSG00000113643
H9NIL7	
A0A087WUU2	ENSG00000152484
A0A087WVI1	ENSG00000120913
A0A087WVN0	ENSG00000164850
A0A087WWG0	ENSG00000085224
A0A087WY24	ENSG00000268043
A0A087WY59	ENSG00000110060
A0A087WYB4	ENSG00000165283
A0A087WZH4	ENSG00000196220
A0A087WZK6	ENSG00000154511
A0A087WZU5	ENSG00000000003
D6RG09	ENSG00000112701
E5FYN0	
E5RJZ3	ENSG00000164823
Q8NIA3	
Q8WYF2	
V9GYC6	ENSG00000187048
A0A087WXG6	ENSG00000185122
A0A087X0F1	ENSG00000163946
A0A087X1T8	ENSG00000162174
A6NJ38	ENSG00000128805
A8MV79	ENSG00000167397
D3YTJ2	ENSG00000198089
D7GN81	
E2GH16	
E2QRF5	ENSG00000156639
E5RFI3	ENSG00000104695
E5RFK6	ENSG00000158856
E5RIS1	ENSG00000135299
E5RJ18	ENSG00000155714
F6IQL4	
F6IQR9	
F6R5I9	ENSG00000123505
H0Y2P9	ENSG00000163964
H0Y3H6	ENSG00000166278
H0Y7M8	ENSG00000172943
H0Y7V3	ENSG00000155229
H0Y8M9	ENSG00000175471
H0Y9B0	ENSG00000109775
H0YC19	ENSG00000211445
H0YDM4	ENSG00000168172
H0YDU3	ENSG00000143337
H0YGC4	ENSG00000107036
H0YGK4	ENSG00000157895
H0YHT6	ENSG00000111596
H0YJQ0	ENSG00000179008
H0YKC8	ENSG00000136425
H0YKP1	ENSG00000100884
H0YLA8	ENSG00000186628
H0YLP7	ENSG00000170113
H0YLX5	ENSG00000166262
H0YMP2	ENSG00000166949
H0YN25	ENSG00000159556
H3BMS5	ENSG00000040199
I3L136	ENSG00000127564
I3L1F9	ENSG00000185813
I3L284	ENSG00000168411
I3L2L7	ENSG00000140987
I3L2Q4	ENSG00000132388
I3L3R2	ENSG00000184009
I3L4H3	ENSG00000167261
I3L4K0	ENSG00000175595
Q53F93	
Q5JW57	ENSG00000149636
Q5QPN9	ENSG00000011009
Q9BCN9	
S6CQA1	
S6CQQ9	
A0A068LKQ2	
A2N0T6	
B5MC36	ENSG00000100031
D6RCC9	ENSG00000138780
H3BQ40	ENSG00000074603
H3BR72	ENSG00000129993
H3BRD4	ENSG00000103994
H3BRM1	ENSG00000166140
H3BSZ8	ENSG00000140443
H3BUH4	ENSG00000103034
M0QXG6	ENSG00000142002
M0QY43	ENSG00000105357
M0QYC9	ENSG00000104946
M0QYN1	ENSG00000104870
M0QZ65	ENSG00000121413
M0R0B5	ENSG00000105143
M0R0D5	ENSG00000169136
M0R177	ENSG00000090932
R9W9B1	
R9WXA9	
B0QYS6	ENSG00000112561
H3BN60	ENSG00000161999
H3BN75	ENSG00000166747
H3BNL6	ENSG00000179889
J3KMX1	ENSG00000108559
J3KNI6	ENSG00000160255
Q19UL1	
A0A087WXC4	ENSG00000120332
H7BYI7	ENSG00000198130
H7BYY8	ENSG00000100029
H7BZ14	ENSG00000240344
H7C1B5	ENSG00000143891
H7C3B0	ENSG00000143919
J3KR56	ENSG00000122679
J3KS05	ENSG00000108468
J3KSC1	ENSG00000154957
A0A076MKN9	
E5RGI9	ENSG00000104290
H7BYS2	ENSG00000242550
H7C0G0	ENSG00000169554
H7C0G5	ENSG00000158321
H7C0J4	ENSG00000170485
H7C0X2	ENSG00000151690
H7C3G9	ENSG00000124357
H7C3U9	ENSG00000100033
H9KV78	ENSG00000205643
J3KRI9	ENSG00000141736
J3KSY6	ENSG00000125458
Q6F3D4	
S5DN66	
A0A1C4HD03	
A0A0H5CBI3	
C0SQ93	
J3KRG3	ENSG00000150636
Q53HE0	
Q58F26	
M0R116	ENSG00000105409
S4R3U5	ENSG00000139445
S4R460	ENSG00000270472
A0A075B731	ENSG00000185716
A0A087WZ09	ENSG00000136574
A0A087WZR4	ENSG00000162747
F8VQ14	ENSG00000166226
F8VR30	ENSG00000111785
F8VR50	ENSG00000111229
F8VS40	ENSG00000122986
F8VSD4	ENSG00000177889
F8VSL2	ENSG00000181929
F8VUJ0	ENSG00000111145
F8VVR0	ENSG00000198015
F8VYZ4	ENSG00000111481
F8VZV2	ENSG00000185664
F8W0R0	ENSG00000050426
I6L9H5	
Q6ISN8	
Q6UXT5	
A0A075B6Z4	ENSG00000211826
A0A075B747	ENSG00000266074
A0A173ADJ5	
A0A173ADK7	
A0A1B0GX49	ENSG00000211713
W0YKF2	
A0A060VCV6	
A0A060VCW9	
A0A1D8MAS0	
A5LIC1	
B8A4K4	ENSG00000197191
F2Z2J1	ENSG00000071242
J3KQJ1	ENSG00000129103
J3KQW2	ENSG00000164116
J3KRD8	ENSG00000128487
J3KRQ7	ENSG00000109065
J3KSQ6	ENSG00000213246
J3KTJ5	ENSG00000197170
K7EJM7	ENSG00000161265
K7EJR7	ENSG00000065717
K7EL02	ENSG00000172009
K7EM42	ENSG00000141994
K7EMC2	ENSG00000004777
K7EN43	ENSG00000159885
K7ENM0	ENSG00000205744
K7EPH8	ENSG00000183401
K7EQB6	ENSG00000005156
K7ER81	ENSG00000108828
K7ERL3	ENSG00000130202
K7ERS6	ENSG00000108773
K7ES69	ENSG00000064666
K7ESH3	ENSG00000072071
V9GYW8	ENSG00000196209
V9GZ08	ENSG00000105705
A0A1X9I549	
A0A125SXV8	
A0A1M4NEM8	
B7Z7I2	
B7Z7Y3	
M0QX40	ENSG00000127220
M0QZ54	ENSG00000076944
M0QZM7	ENSG00000198131
M0R1H7	ENSG00000161558
M0R216	ENSG00000064607
A0A0H5BJS0	
A2J1M7	
H3BPJ8	ENSG00000198373
A0A0B7MB46	
A0A0C4DGB7	ENSG00000068366
A0A0C4DGU7	ENSG00000253276
A0A0C4DH75	ENSG00000108852
A0A0D6E1E4	
A0A1U9X7I0	
A0A1U9X8X3	
A0A1U9X937	
A0A1V0E3R4	
A0A1P8SD62	
H3BMR0	ENSG00000140859
H3BN83	ENSG00000140398
H3BQ41	ENSG00000198826
H3BSW0	ENSG00000180979
J3KNF6	ENSG00000174136
M0R1M3	ENSG00000237440
M4R8V8	
V9HWK3	
A0A0D9SEM5	ENSG00000179915
A0A0G2JMX0	ENSG00000275584
A0A0G2JN35	ENSG00000275463
A0A0U1RR39	ENSG00000110395
A0A142J2H1	
A0A0G2R211	
A0A060VCW6	
A0A1W6IYI5	
M4NJR5	
S4R359	ENSG00000165119
S4R3Q7	ENSG00000154493
V9GYS7	ENSG00000006744
A0A1X9I3R4	
A0A1X9I4M4	
A0A1X9I507	
A0A1X9I590	
A0A1X9I5B4	
F2Z3J4	ENSG00000186283
J3KSD8	ENSG00000108578
K7EKC0	ENSG00000134779
K7ERY1	ENSG00000167380
V9GYX5	ENSG00000167491
A0A1U9X934	
A0A1X9I4I3	
A0A1S6GNB6	
A0A1S6M250	
J3KQP5	ENSG00000088179
K7EJ83	ENSG00000250506
K7ELJ6	ENSG00000064547
K7ELX6	ENSG00000198182
K7EMH9	ENSG00000031823
K7ENJ5	ENSG00000072062
K7ENJ6	ENSG00000129968
K7EPK1	ENSG00000142453
K7EPZ1	ENSG00000103199
K7EQN2	ENSG00000099817
K7EQR1	ENSG00000118900
K7ERG6	ENSG00000175322
K7ERI4	ENSG00000103174
K7ESI8	ENSG00000175387
Q70CQ0	
A0A0C4DFX6	ENSG00000015520
A0A0C4DG45	ENSG00000187764
A0A0C4DGW5	ENSG00000113141
K7EQ05	ENSG00000030582
K7ERI5	ENSG00000267173
U3KQ31	ENSG00000112837
V9HW01	
V9HWA6	
A0A0S2Z504	
A0A0S4T1T7	
A0A0S4T289	
A0A0S4T2G2	
A0A126GV63	
A0A126GWD4	
A0A126GWT6	
A0A1W1B5K7	
A0A1Z4EAV6	
A0A0D9SEX1	ENSG00000169057
A0A0U1RRI0	ENSG00000179295
A0A1X7SC74	ENSG00000153789
A0A218KGP1	
A0A218N9F4	
A0A140VK70	
A0A1S5QRI7	
A0A0U5QLN1	
B3KQM1	
B3KV47	
B4DFK9	
D6RE84	ENSG00000101901
F8W6E2	ENSG00000089101
F8WB42	ENSG00000150556
V5NQE5	
V5NRF3	
V5NST4	
A0A1L7H746	
A0A1W1B5W6	
A0A1W2PPS1	ENSG00000153187
A0A1X9I524	
A0A1Y6MRP2	
A0A1X7C0J1	
A0A218N9T4	
A2IPI2	
E5RI19	ENSG00000164463
G8JLA5	ENSG00000139910
Q59EC0	
A0A0B4J234	ENSG00000211776
B1ALD2	ENSG00000134262
B5A219	
C5J3U3	
D6R918	ENSG00000109180
D6RAB6	ENSG00000186314
D6RBJ7	ENSG00000145321
D6RBP4	ENSG00000170522
D6RC24	ENSG00000178950
D6RCA6	ENSG00000151883
D6RE10	ENSG00000164181
D6RGV5	ENSG00000112695
D6RHE2	ENSG00000175766
F8W9T3	ENSG00000114520
F8W9W7	ENSG00000114650
F8WAR7	ENSG00000087085
F8WB40	ENSG00000152076
F8WCF5	ENSG00000163002
F8WD40	ENSG00000213123
F8WDK4	ENSG00000148225
F8WEW9	ENSG00000136286
F8WF69	ENSG00000122705
F8WFB7	ENSG00000184182
Q5T284	ENSG00000164975
A0A096LNI2	ENSG00000112852
A0A096LNK8	ENSG00000182093
A2A2M9	ENSG00000196074
B0QYV9	ENSG00000242247
B1AP63	ENSG00000198121
J3QLD6	ENSG00000011260
J3QRH2	ENSG00000109083
Q5QPE4	ENSG00000089006
Q5SY00	ENSG00000158006
Q5T3E1	ENSG00000164663
Q5W006	ENSG00000134460
B4DRT6	
Q12813	
V6CJI7	
B6VPZ5	
B7Z3E5	
D6R8Z1	ENSG00000168421
D6RAI5	ENSG00000112992
D6RB12	ENSG00000159674
D6RBL4	ENSG00000145388
D6RC79	ENSG00000164292
D6RDG7	ENSG00000164466
D6RG10	ENSG00000164292
D6RGE2	ENSG00000066583
D6RHU5	ENSG00000053108
D6RI04	ENSG00000123415
D6RIV3	ENSG00000155329
F8VNP4	ENSG00000139269
F8W703	ENSG00000185008
F8W7E0	ENSG00000153113
F8W971	ENSG00000065029
F8WAQ4	ENSG00000132640
F8WBW3	ENSG00000065413
F8WBW4	ENSG00000135250
F8WCE6	ENSG00000136731
F8WCQ0	ENSG00000152076
F8WD50	ENSG00000170615
F8WE09	ENSG00000163898
F8WED7	ENSG00000163904
F8WEE7	ENSG00000100003
F8WEP9	ENSG00000075223
F8WF22	ENSG00000163634
Q67AE2	
